ANALYTE_ACCESSION	ANALYTE_PREFERRED	CLUSTER_SUBUNIT_GENE_IDS	CLUSTER_SUBUNIT_GENE_SYMBOLS	CLUSTER_SUBUNIT_UNIPROT_IDS	CLUSTER_SUBUNIT_UNIPROT_NAMES	GENE_ADDITIONAL_NAMES	GENE_ALIASES	GENE_ID	GENETIC_NOMENCLATURE_ID	IMMUNOLOGY_GENE_SYMBOL	IX_SYNONYMS	LINK	MESH_ID	MESH_NAME	OFFICIAL_GENE_NAME	OMIM_ID	ORTHOLOG_IDS	PROTEIN_ONTOLOGY_ID	PROTEIN_ONTOLOGY_NAME	PROTEIN_ONTOLOGY_SYNONYMS	PROTEIN_ONTOLOGY_URL	SHEN_ORR_ID	TAXONOMY_ID	TYPOGRAPHICAL_VARIATIONS	UNIPROT_ALT_PROT_NAMES	UNIPROT_ID	UNIPROT_PROTEIN_NAME	UNIQUE_ID
ANA516	Csf2					granulocytemacrophage colony stimulating factor 2;granulocytemacrophage colonystimulating factor;put. GMCSF;colonystimulating factor;CSF;	Csfgm;GMCSF;Gm-CSf;MGI-IGM;	12981	MGI:1339752	Csf2	Granulocyte_Macrophage_Colony-Stimulating_Factor;sargramostim;csf-2;granulocyte-macrophage colony stimulating factor 2;gmcsf;csf2;molgramostin;colony stimulating factor 2;mgc131935;mgc138897;gm-csf;	http://www.ncbi.nlm.nih.gov/gene/?term=12981	D016178	Granulocyte-Macrophage Colony-Stimulating Factor	colony stimulating factor 2 (granulocyte-macrophage)	138960	1437	PR:000005931	granulocyte-macrophage colony-stimulating factor	molgramostin;sargramostim;CSF2;GM-CSF;colony-stimulating factor;GMCSF;Csfgm;CSF;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000005931	319	10090	CSF;CSF2;GM-CSF;GMCSF;Granulocyte-Macrophage Colony-Stimulating Factor;colony-stimulating factor;granulocyte-macrophage colony stimulating factor;	GM-CSF;Colony-stimulating factor;CSF;	CSF2_MOUSE	Granulocyte-macrophage colony-stimulating factor	CID_63
ANA576	Il10					cytokine synthesis inhibitory factor;interleukin10;	CSIF;Il-10;	16153	MGI:96537	Il10	Interleukin-10;b-cell derived t-cell growth factor;il10a;cytokine synthesis inhibitory factor;t-cell growth inhibitory factor;il-10a;interleukin-10;il-10;il10;mgc126451;mgc126450;csif;b-tcgf;interleukin 10;tgif;	http://www.ncbi.nlm.nih.gov/gene/?term=16153	D016753	Interleukin-10	interleukin 10	124092	3586	PR:000001471	interleukin-10	CSIF;IL-10;cytokine synthesis inhibitory factor;IL10;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001471	85	10090	IL 10;IL-10;IL10;Interleukin-10;interleukin 10;	IL-10;Cytokine synthesis inhibitory factor;CSIF;	IL10_MOUSE	Interleukin-10	CID_93
ANA577	Il10ra					IL-10 receptor subunit alpha;IL-10R subunit 1;IL-10R subunit alpha;IL-10R1;IL-10RA;interleukin-10 receptor subunit 1;interleukin-10 receptor subunit alpha;	AW553859;CDw210;CDw210a;Il10r;mIL-10R;	16154	MGI:96538	Il10ra	-	http://www.ncbi.nlm.nih.gov/gene/?term=16154	-	-	interleukin 10 receptor, alpha	146933	3587	PR:000001365	interleukin-10 receptor alpha chain	IL-10RA;interleukin-10 receptor subunit 1;IL-10R1;IL-10 receptor subunit alpha;IL-10R subunit alpha;IL10R;CDw210a;IL10RA;IL-10R subunit 1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001365	-	10090	-	IL-10 receptor subunit alpha;IL-10R subunit alpha;IL-10RA;CDw210a;Interleukin-10 receptor subunit 1;IL-10R subunit 1;IL-10R1;	I10R1_MOUSE	Interleukin-10 receptor subunit alpha	CID_216
ANA578	Il10rb					IL-10 receptor subunit beta;IL-10R subunit 2;IL-10R subunit beta;IL-10RB;cytokine receptor class-II member 4;cytokine receptor family 2 member 4;cytokine receptor family II, member 4;interleukin 10 receptor 2;interleukin-10 receptor subunit 2;interleukin-10 receptor subunit beta;	6620401D04Rik;AI528744;CRF2-4;Crfb4;D16H21S58;D21S58h;IL-10R2;Il10r2;	16155	MGI:109380	Il10rb	-	http://www.ncbi.nlm.nih.gov/gene/?term=16155	-	-	interleukin 10 receptor, beta	123889	3588	PR:000008979	interleukin-10 receptor beta chain	IL-10R2;CRF2-4;interleukin-10 receptor subunit 2;cytokine receptor family 2 member 4;CRFB4;IL10RB;cytokine receptor class-II member 4;IL-10R subunit 2;D21S58;IL-10R subunit beta;D21S66;IL-10 receptor subunit beta;IL-10RB;CDw210b;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008979	-	10090	-	-	-	-	CID_265
ANA579	Il11					interleukin11;	IL-11;	16156	MGI:107613	Il11	il-11;agif;hpaec survival factor;interleukin 11;meg-csf;interleukin-11;il11;adipogenesis inhibitory factor;oprelvekin;human pulmonary artery endothelial cell-derived survival factor;megakaryocyte colony stimulating factor;	http://www.ncbi.nlm.nih.gov/gene/?term=16156	D017370	Interleukin-11	interleukin 11	147681	3589	PR:000001366	interleukin-11	oprelvekin;IL-11;AGIF;IL11;adipogenesis inhibitory factor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001366	163	10090	IL 11;IL-11;IL11;Interleukin-11;interleukin 11;	IL-11;	IL11_MOUSE	Interleukin-11	CID_94
ANA58	CX3CL1					CX3C membraneanchored chemokine;small inducible cytokine subfamily D (CysX3Cys), member 1 (fractalkine, neurotactin);CX3C motif chemokine 1;smallinducible cytokine D1;small inducible cytokine subfamily D (CysX3Cys), member1;fractalkine;	NTN;NTT;CXC3;CXC3C;SCYD1;ABCD-3;C3Xkine;fractalkine;neurotactin;	6376	HGNC:10647	FRACTALKINE	cx3cl1;abcd-3;ntn;c3xkine;fractalkine;ntt;c-x3-c motif chemokine 1;cxc3;neurotactin;scyd1;small-inducible cytokine d1;cxc3c;abcd3;fkn;cx3c membrane-anchored chemokine;chemokine (c-x3-c motif) ligand 1;	http://www.ncbi.nlm.nih.gov/gene/?term=6376	D054428	Chemokine CX3CL1	chemokine (C-X3-C motif) ligand 1	601880	20312	PR:000001855	fractalkine	FKN;small-inducible cytokine D1;CX3C membrane-anchored chemokine;NTT;CX3CL1;C-X3-C motif chemokine 1;neurotactin;Cx3c;SCYD1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001855	297	9606	C-X3-C motif chemokine 1;CX3CL1;Chemokine CX3CL1;	C-X3-C motif chemokine 1;CX3C membrane-anchored chemokine;Neurotactin;Small-inducible cytokine D1;	X3CL1_HUMAN	Processed fractalkine	CID_36
ANA580	Il11ra1					IL-11 receptor subunit alpha-1;IL-11R subunit alpha-1;IL-11R-alpha-1;IL-11RA1;Il-11ra-alpha;NR-1;enhancer trap locus homolog 2;etl-2;interleukin 11 receptor, alpha chain 2;interleukin-11 receptor subunit alpha-1;locus 2;novel cytokine receptor 1;	RP23-167I12.2;AI314697;GP130;Il-11ra;Il11ra;Il11ra2;NR1;	16157	MGI:107426	Il11ra1	-	http://www.ncbi.nlm.nih.gov/gene/?term=16157	-	-	interleukin 11 receptor, alpha chain 1	600939	3590	PR:000031108	interleukin-11 receptor subunit alpha	IL-11 receptor subunit alpha;IL-11R-alpha;IL11RA;IL-11R subunit alpha;IL-11RA;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000031108	-	10090	-	IL-11 receptor subunit alpha-1;IL-11R subunit alpha-1;IL-11R-alpha-1;IL-11RA1;Enhancer trap locus homolog 2;Etl-2;Novel cytokine receptor 1;NR-1;NR1;	I11RA_MOUSE	Interleukin-11 receptor subunit alpha-1	CID_252
ANA581	Il12a					CLMF p35;interleukin12 subunit alpha;cytotoxic lymphocyte maturation factor 35 kDa subunit;IL12 subunit p35;interleukin 12a p35 subunit;	p35;Ll12a;Il-12a;IL-12p35;	16159	MGI:96539	Il12a	-	http://www.ncbi.nlm.nih.gov/gene/?term=16159	D053765	Interleukin-12 Subunit p35	interleukin 12a	161560	3592	PR:000001368	interleukin-12 subunit alpha	CLMF p35;IL-12 subunit p35;IL-12A;IL12A;NK cell stimulatory factor chain 1;NKSF1;cytotoxic lymphocyte maturation factor 35 kDa subunit;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001368	-	10090	Interleukin-12 Subunit p35;	IL-12A;Cytotoxic lymphocyte maturation factor 35 kDa subunit;CLMF p35;IL-12 subunit p35;	IL12A_MOUSE	Interleukin-12 subunit alpha	CID_96
ANA582	Il12b					cytotoxic lymphocyte maturation factor 40 kDa subunit;IL12 subunit p40;IL12 p40;interleukin12 subunit beta;IL23 subunit p40;CLMF p40;	p40;Il-12b;Il12p40;Il-12p40;	16160	MGI:96540	Il12b	-	http://www.ncbi.nlm.nih.gov/gene/?term=16160	D053762	Interleukin-12 Subunit p40	interleukin 12b	161561	3593	PR:000001369	interleukin-12 subunit beta	cytotoxic lymphocyte maturation factor 40 kDa subunit;IL-12B;CLMF p40;IL-12 subunit p40;IL12B;NKSF2;NK cell stimulatory factor chain 2;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001369	-	10090	IL-12 subunit p40;IL-12B;IL12B;Interleukin-12 Subunit p40;interleukin-12 p40;interleukin-12 subunit beta;	IL-12B;Cytotoxic lymphocyte maturation factor 40 kDa subunit;CLMF p40;IL-12 subunit p40;	IL12B_MOUSE	Interleukin-12 subunit beta	CID_97
ANA583	Il12rb1					IL-12 receptor beta component;IL-12 receptor subunit beta-1;IL-12R subunit beta-1;IL-12R-beta-1;Interleukin-12 receptor beta-1 chain precursor (IL-12R-beta1) (Interleukin-12 receptor beta) (IL-12 receptor beta component);interleukin-12 receptor subunit beta-1;	CD212;IL-12R[b];	16161	MGI:104579	Il12rb1	-	http://www.ncbi.nlm.nih.gov/gene/?term=16161	-	-	interleukin 12 receptor, beta 1	601604	3594	PR:000001367	interleukin-12 receptor subunit beta-1	IL-12R-beta-1;CD212;IL-12RB1;IL-12R subunit beta-1;IL12RB;IL12RB1;IL-12 receptor beta component;IL12R;IL-12 receptor subunit beta-1;interleukin-12 receptor beta 1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001367	-	10090	-	IL-12 receptor subunit beta-1;IL-12R subunit beta-1;IL-12R-beta-1;IL-12 receptor beta component;	I12R1_MOUSE	Interleukin-12 receptor subunit beta-1	CID_217
ANA584	Il12rb2					IL-12 receptor subunit beta-2;IL-12R subunit beta-2;IL-12R-beta-2;interferon response to microorganisms;interleukin-12 receptor subunit beta-2;	A930027I18Rik;IL-12RB2;Ifnm;	16162	MGI:1270861	Il12rb2	-	http://www.ncbi.nlm.nih.gov/gene/?term=16162	-	-	interleukin 12 receptor, beta 2	601642	3595	PR:000008980	interleukin-12 receptor subunit beta-2	interleukin-12 receptor beta-2 chain;IL-12 receptor subunit beta-2;IL-12RB2;IL-12R subunit beta-2;IL12RB2;IL-12R-beta-2;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008980	-	10090	-	IL-12 receptor subunit beta-2;IL-12R subunit beta-2;IL-12R-beta-2;IL-12RB2;	I12R2_MOUSE	Interleukin-12 receptor subunit beta-2	CID_254
ANA585	Il13					interleukin13;Tcell activation protein P600;	Il-13;	16163	MGI:96541	Il13	il-13;il13;interleukin 13;bhr1;t-cell activation protein p600;interleukin-13;p600;nc30;mgc116786;alrh;mgc116788;mgc116789;	http://www.ncbi.nlm.nih.gov/gene/?term=16163	D018793	Interleukin-13	interleukin 13	147683	3596	PR:000001370	interleukin-13	NC30;IL-13;T-cell activation protein P600;IL13;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001370	157	10090	IL 13;IL-13;IL13;Interleukin-13;T-cell activation protein P600;interleukin 13;	IL-13;T-cell activation protein P600;	IL13_MOUSE	Interleukin-13	CID_98
ANA586	Il13ra1					IL-13 receptor subunit alpha-1;IL-13R subunit alpha-1;IL-13R-alpha-1;IL-13RA1;interleukin-13 receptor subunit alpha-1;interleukin-13-binding protein;novel cytokine receptor 4;	RP23-132G2.1;AI882074;CD213a1;IL-13r[a];Il13ra;NR4;	16164	MGI:105052	Il13ra1	-	http://www.ncbi.nlm.nih.gov/gene/?term=16164	-	-	interleukin 13 receptor, alpha 1	300119	3597	PR:000001371	interleukin-13 receptor subunit alpha-1	IL-13R-alpha-1;IL-13 receptor subunit alpha-1;cancer/testis antigen 19;novel cytokine receptor 4;IL13R;IL13RA1;interleukin-13-binding protein;interleukin-13 receptor alpha-1 chain;IL13RA;CD213a1;IL-13RA1;IL-13R subunit alpha-1;NR4;CT19;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001371	-	10090	-	IL-13 receptor subunit alpha-1;IL-13R subunit alpha-1;IL-13R-alpha-1;IL-13RA1;Interleukin-13-binding protein;Novel cytokine receptor 4;NR4;	I13R1_MOUSE	Interleukin-13 receptor subunit alpha-1	CID_218
ANA587	Il13ra2					IL-13 receptor subunit alpha-2;IL-13R subunit alpha-2;IL-13R-alpha-2;IL-13RA2;interleukin-13 receptor subunit alpha-2;	CD213a2;	16165	MGI:1277954	Il13ra2	-	http://www.ncbi.nlm.nih.gov/gene/?term=16165	-	-	interleukin 13 receptor, alpha 2	300130	3598	PR:000001372	interleukin-13 receptor subunit alpha-2	IL13RA2;IL-13R-alpha-2;IL13R;IL-13R subunit alpha-2;interleukin-13-binding protein;CD213a2;interleukin-13 receptor alpha-2 chain;IL-13RA2;IL-13 receptor subunit alpha-2;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001372	-	10090	-	IL-13 receptor subunit alpha-2;IL-13R subunit alpha-2;IL-13R-alpha-2;IL-13RA2;	I13R2_MOUSE	Interleukin-13 receptor subunit alpha-2	CID_219
ANA588	Il15					interleukin15;	IL-15;AI503618;	16168	MGI:103014	Il15	Interleukin-15;interleukin-15;interleukin t;il-15;il15;il-t;interleukin 15;interleukin-t;mgc9721;	http://www.ncbi.nlm.nih.gov/gene/?term=16168	D019409	Interleukin-15	interleukin 15	600554	3600	PR:000001373	interleukin-15	IL15;IL-15;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001373	181	10090	IL 15;IL-15;IL15;Interleukin-15;interleukin 15;	IL-15;	IL15_MOUSE	Interleukin-15	CID_100
ANA589	Il15ra					IL-15 receptor subunit alpha;IL-15R-alpha;interleukin-15 receptor subunit alpha;	RP23-114B13.4;AA690181;IL-15RA;	16169	MGI:104644	Il15ra	-	http://www.ncbi.nlm.nih.gov/gene/?term=16169	-	-	interleukin 15 receptor, alpha chain	601070	3601	PR:000008981	interleukin-15 receptor subunit alpha	CD215;IL-15 receptor subunit alpha;IL-15R-alpha;IL-15RA;IL15RA;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008981	-	10090	-	IL-15 receptor subunit alpha;IL-15R-alpha;IL-15RA;sIL-15 receptor subunit alpha;sIL-15R-alpha;sIL-15RA;	I15RA_MOUSE	Soluble interleukin-15 receptor subunit alpha	CID_220
ANA59	CX3CR1					C-X3-C CKR-1;CMK-BRL-1;CMK-BRL1;CX3C chemokine receptor 1;G protein-coupled receptor 13;G-protein coupled receptor 13;beta chemokine receptor-like 1;chemokine (C-C) receptor-like 1;chemokine (C-X3-C) receptor 1;fractalkine receptor;	CCRL1;CMKBRL1;CMKDR1;GPR13;GPRV28;V28;	1524	HGNC:2558	CX3CR1	-	http://www.ncbi.nlm.nih.gov/gene/?term=1524	-	-	chemokine (C-X3-C motif) receptor 1	601470	13051	PR:000001206	CX3C chemokine receptor 1	GPR13;CMK-BRL-1;G-protein coupled receptor 13;V28;chemokine receptor CX3CR1;beta chemokine receptor-like 1;CMKBRL1;CX3CR1;CMK-BRL1;C-X3-C CKR-1;fractalkine receptor;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001206	-	9606	-	C-X3-C CKR-1;CX3CR1;Beta chemokine receptor-like 1;CMK-BRL-1;CMK-BRL1;Fractalkine receptor;G-protein coupled receptor 13;V28;	CX3C1_HUMAN	CX3C chemokine receptor 1	CID_196
ANA590	Il16					prointerleukin16;	mKIAA4048;	16170	MGI:1270855	Il16	il-16;flj16806;interleukin-16;flj44234;lymphocyte chemoattractant factor;interleukin 16;pril-16;lcf;il16;flj42735;hst19289;	http://www.ncbi.nlm.nih.gov/gene/?term=16170	D019410	Interleukin-16	interleukin 16	603035	3603	PR:000001374	interleukin-16	IL16;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001374	147	10090	IL 16;IL-16;IL16;Interleukin-16;interleukin 16;	IL-16;Lymphocyte chemoattractant factor;LCF;	IL16_MOUSE	Interleukin-16	CID_101
ANA591	Il17a					cytotoxic Tlymphocyteassociated antigen 8;interleukin17A;	Il17;Ctla8;IL-17;Ctla-8;IL-17A;	16171	MGI:107364	Il17a	il-17a;interleukin 17a;ctla8;il17a;il17;il-17;ctla-8;interleukin-17a;cytotoxic t-lymphocyte-associated antigen 8;	http://www.ncbi.nlm.nih.gov/gene/?term=16171	-	-	interleukin 17A	603149	3605	PR:000001138	interleukin-17A	cytotoxic T-lymphocyte-associated antigen 8;IL17A;IL-17A;IL-17;CTLA-8;CTLA8;IL17;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001138	145	10090	-	IL-17;IL-17A;Cytotoxic T-lymphocyte-associated antigen 8;CTLA-8;	IL17_MOUSE	Interleukin-17A	CID_103
ANA592	Il17b					gene for cytokinelike protein;cytokine CX1;neuronal interleukin17related factor;cytokinelike protein ZCYTO7;IL17B;interleukin17B;	Zcyto7;1110006O16Rik;1700006N07Rik;	56069	MGI:1928397	Il17b	il-17b;neuronal interleukin-17-related factor;nirf;cytokine-like protein zcyto7;neuronal il17-related factor;interleukin 17b;il-20;il20;il17b;interleukin-20;cytokine zcyto7;zcyto7;cytokine cx1;mgc138900;interleukin-17b;mgc138901;	http://www.ncbi.nlm.nih.gov/gene/?term=56069	-	-	interleukin 17B	604627	27190	PR:000001139	interleukin-17B	IL17B;cytokine Zcyto7;cytokine-like protein ZCYTO7;NIRF;IL-20;cytokine CX1;ZCYTO7;neuronal interleukin-17-related factor;interleukin-20;IL-17B;IL20;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001139	137	10090	-	IL-17B;Cytokine CX1;Cytokine-like protein ZCYTO7;Neuronal interleukin-17-related factor;	IL17B_MOUSE	Interleukin-17B	CID_104
ANA593	Il17c					cytokine CX2;interleukin17C;	IL-17C;	234836	MGI:2446486	Il17c	il-17c;mgc138401;interleukin 17c;interleukin-17c;il17c;mgc126884;cytokine cx2;	http://www.ncbi.nlm.nih.gov/gene/?term=234836	-	-	interleukin 17C	604628	27189	PR:000001140	interleukin-17C	IL-17C;cytokine CX2;IL17C;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001140	141	10090	-	Il-17c;Cytokine CX2;	IL17C_MOUSE	Interleukin-17C	CID_105
ANA594	Il17d					interleukin 17D;interleukin 27A;	Il27a;IL-17D;AI462269;	239114	MGI:2446510	Il17d	il-17d;flj30846;interleukin-17d;interleukin 17d;il17d;	http://www.ncbi.nlm.nih.gov/gene/?term=239114	-	-	interleukin 17D	607587	53342	PR:000001141	interleukin-17D	IL-17D;IL-27;IL27;IL17D;interleukin-27;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001141	133	10090	-	-	Q8K4C4_MOUSE	-	CID_106
ANA595	Il17f					interleukin17F;	C87042;IL-17F;	257630	MGI:2676631	Il17f	il-17f;ml-1;ml1;interleukin-17f;interleukin 17f;il17f;	http://www.ncbi.nlm.nih.gov/gene/?term=257630	-	-	interleukin 17F	606496	112744	PR:000001142	interleukin-17F	IL-24;interleukin-24;IL24;cytokine ML-1;IL-17F;IL17F;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001142	129	10090	-	IL-17F;	IL17F_MOUSE	Interleukin-17F	CID_107
ANA596	Il17ra					IL-17 receptor A;IL-17RA;interleukin-17 receptor A;	AW538159;Cdw217;Il17r;VDw217;	16172	MGI:107399	Il17ra	-	http://www.ncbi.nlm.nih.gov/gene/?term=16172	-	-	interleukin 17 receptor A	605461	23765	PR:000001375	interleukin-17 receptor A	IL-17RA;IL-17 receptor A;IL17RA;CD217;CDw217;IL17R;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001375	-	10090	-	IL-17 receptor A;IL-17RA;	I17RA_MOUSE	Interleukin-17 receptor A	CID_246
ANA597	Il18					IL1 gamma;interleukin18;interferongammainducing factor;interferon gammainducing factor;IFNgammainducing factor;interleukin1 gamma;	Igif;Il-18;	16173	MGI:107936	Il18	Interleukin-18;il-1gamma;igif;il1 gamma;il-1g;ifn-gamma-inducing factor;iboctadekin;mgc12320;il18;il1-gamma;ifn-gamma inducing factor;interferon-gamma-inducing factor;interleukin-18;interleukin 18;interferon-gamma inducing factor;interferon gamma-inducing factor;interleukin-1 gamma;il-18;il1f4;interferon gamma inducing factor;	http://www.ncbi.nlm.nih.gov/gene/?term=16173	D020382	Interleukin-18	interleukin 18	600953	3606	PR:000001376	interleukin-18	IFN-gamma-inducing factor;IGIF;IL-1 gamma;IL-18;IL18PRO-short-label;IL1F4;iboctadekin;interferon gamma-inducing factor;interleukin-1 gamma;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001376	167	10090	IL 18;IL-18;IL18;Interleukin-18;interleukin 18;	IL-18;Interferon gamma-inducing factor;IFN-gamma-inducing factor;Interleukin-1 gamma;IL-1 gamma;	IL18_MOUSE	Interleukin-18	CID_108
ANA598	Il19					interleukin19;IL19;	-	329244	MGI:1890472	Il19	Interleukin-19;melanoma differentiation antigen-1;mda1;ng.1;interleukin-19;il-10c;zmda1;interleukin 19;melanoma differentiation-associated protein-like protein;zmda-1;melanoma differentiation associated protein-like protein;il10c;il19;il-19;	http://www.ncbi.nlm.nih.gov/gene/?term=329244	-	-	interleukin 19	605687	29949	PR:000001472	interleukin-19	NG.1;ZMDA1;IL19;IL-19;melanoma differentiation-associated protein-like protein;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001472	173	10090	-	IL-19;	IL19_MOUSE	Interleukin-19	CID_109
ANA599	Il1a					interleukin1 alpha;IL1 alpha;	Il-1a;	16175	MGI:96542	Il1a	IL-1alpha;	http://www.ncbi.nlm.nih.gov/gene/?term=16175	D053582	Interleukin-1alpha	interleukin 1 alpha	147760	3552	PR:000001135	interleukin-1 alpha	IL1F1;IL-1 alpha;IL1A;hematopoietin-1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001135	104	10090	IL-1 alpha;IL1A;Interleukin-1alpha;interleukin-1 alpha;interleukin 1 alpha;	IL-1 alpha;	IL1A_MOUSE	Interleukin-1 alpha	CID_88
ANA6	CCL15					new CC chemokine 3;smallinducible cytokine A15;chemokine CC2;leukotactin 1;macrophage inflammatory protein 5;small inducible cytokine subfamily A (CysCys), member 15;CC motif chemokine 15;	LKN1;NCC3;SY15;HCC-2;LKN-1;MIP-5;NCC-3;SCYL3;MIP-1D;MRP-2B;SCYA15;HMRP-2B;MIP-1 delta;	6359	HGNC:10613	CCL15	ccl-15;mip-1-delta;lkn1;mrp-2b;hcc-2;mip1(delta);sy15;scyl3;scya15;leukotactin-1;mip1delta;mip1d;small-inducible cytokine a15;mip-5;chemokine cc-2;chemokine (c-c motif) ligand 15;macrophage inflammatory protein-5;c-c motif chemokine 15;lkn-1;hmrp-2b;ncc3;mip-related protein 2b;ccl-15;macrophage inflammatory protein 5;mip5;mip-1(delta);ncc-3;mip-1delta;hcc2;mip-1d;mip-1 delta;	http://www.ncbi.nlm.nih.gov/gene/?term=6359	-	-	chemokine (C-C motif) ligand 15	601393	-	PR:000001987	C-C motif chemokine 15	NCC3;CCL15;HCC-2;MIP-1 delta;NCC-3;chemokine CC-2;leukotactin-1;LKN-1;MIP-5;small-inducible cytokine A15;macrophage inflammatory protein 5;Mrp-2b;MIP5;SCYA15;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001987	255	9606	-	Chemokine CC-2;HCC-2;Leukotactin-1;LKN-1;MIP-1 delta;Macrophage inflammatory protein 5;MIP-5;Mrp-2b;NCC-3;Small-inducible cytokine A15;	CCL15_HUMAN	CCL15(29-92)	CID_15
ANA60	CXCL1					GROalpha(173);CXC motif chemokine 1;melanoma growth stimulatory activity alpha;GRO1 oncogene (melanoma growth stimulating activity, alpha);GRO1 oncogene (melanoma growthstimulating activity);fibroblast secretory protein;MGSA alpha;growthregulated alpha protein;neutrophilactivating protein 3;	FSP;GRO1;GROa;MGSA;NAP-3;SCYB1;MGSA-a;	2919	HGNC:4602	GRO	Chemokine_CXCL1;fsp;groa;gro-alpha;c-x-c motif chemokine 1;chemokine (c-x-c motif) ligand 1;gro1;cxcl-1;cxcl1;gro(alpha);	http://www.ncbi.nlm.nih.gov/gene/?term=2919	D054360	Chemokine CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	155730	14825	PR:000006063	growth-regulated alpha protein	platelet-derived growth factor-inducible protein KC;melanoma growth stimulatory activity;GRO1;neutrophil-activating protein 3;NAP-3;GROA;GRO-alpha(1-73);GRO;CXCL1;secretory protein N51;MGSA;C-X-C motif chemokine 1;SCYB1;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000006063	291	9606	C-X-C motif chemokine 1;CXCL1;Chemokine CXCL1;	C-X-C motif chemokine 1;GRO-alpha(1-73);Melanoma growth stimulatory activity;MGSA;Neutrophil-activating protein 3;NAP-3;	GROA_HUMAN	GRO-alpha(6-73)	CID_37
ANA600	Il1b					IL1 beta;interleukin1 beta;	Il-1b;IL-1beta;	16176	MGI:96543	Il1b	IL-1beta;	http://www.ncbi.nlm.nih.gov/gene/?term=16176	D053583	Interleukin-1beta	interleukin 1 beta	147720	3553	PR:000001136	interleukin-1 beta	IL1F2;catabolin;IL1B;IL-1 beta;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000001136	106	10090	IL-1 beta;IL1B;Interleukin-1beta;catabolin;interleukin-1 beta;interleukin 1 beta;	IL-1 beta;	IL1B_MOUSE	Interleukin-1 beta	CID_89
ANA601	Il1f10					interleukin1 family member 10;interleukin 1 family, member 7;IL1F10;	-	215274	MGI:2652548	Il1f10	interleukin-1_teta;il1f10;fil1t;interleukin-1 hy2;mgc119833;fksg75;mgc119831;mgc119832;il1 theta;interleukin-1 theta;il-1hy2;il1-theta;fil1-theta;fil1 theta;il1hy2;interleukin-1 family member 10;	http://www.ncbi.nlm.nih.gov/gene/?term=215274	-	-	interleukin 1 family, member 10	615296	84639	PR:000008987	interleukin-1 family member 10	interleukin-1 family member 10;FIL1 theta;FIL1T;IL-1 theta;IL-1F10;IL-1HY2;IL1F10;IL1HY2;interleukin-1 HY2;interleukin-1 theta;	http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008987	111	10090	-	IL-1F10;	IL1FA_MOUSE	Interleukin-1 family member 10	CID_92
