ANALYTE_ACCESSION	GENE_SYMBOL	GENE_ALIASES	GENE_ID	GENETIC_NOMENCLATURE_ID	IMMUNOLOGY_GENE_SYMBOL	LINK	OFFICIAL_GENE_NAME	PROTEIN_ONTOLOGY_ID	PROTEIN_ONTOLOGY_NAME	PROTEIN_ONTOLOGY_SYNONYMS	TAXONOMY_ID	UNIPROT_ENTRY	UNIPROT_ENTRY_NAME
ANA654	Osmr	OSMRB;	18414	MGI:1330819	Osmr	http://www.ncbi.nlm.nih.gov/gene/?term=18414	oncostatin M receptor	PR:000012060	oncostatin-M-specific receptor subunit beta	IL-31 receptor subunit beta;OSMRB;OSMR;IL-31R subunit beta;interleukin-31 receptor subunit beta;IL-31RB;IL-31R-beta;	10090	OSMR_MOUSE	Oncostatin-M-specific receptor subunit beta
ANA655	Pdgfa	-	18590	MGI:97527	Pdgfa	http://www.ncbi.nlm.nih.gov/gene/?term=18590	platelet derived growth factor, alpha	PR:000012490	platelet-derived growth factor subunit A	platelet-derived growth factor subunit A;PDGF subunit A;PDGF-1;PDGF1;PDGFA;platelet-derived growth factor A chain;platelet-derived growth factor alpha polypeptide;	10090	PDGFA_MOUSE	Platelet-derived growth factor subunit A
ANA656	Pdgfb	Sis;PDGF-B;	18591	MGI:97528	Pdgfb	http://www.ncbi.nlm.nih.gov/gene/?term=18591	platelet derived growth factor, B polypeptide	PR:000012491	platelet-derived growth factor subunit B	platelet-derived growth factor subunit B;PDGF subunit B;PDGF-2;PDGF2;PDGFB;SIS;becaplermin;platelet-derived growth factor B chain;platelet-derived growth factor beta polypeptide;proto-oncogene c-Sis;	10090	PDGFB_MOUSE	Platelet-derived growth factor subunit B
ANA657	Pdgfra	AI115593;CD140a;Pdgfr-2;	18595	MGI:97530	Pdgfra	http://www.ncbi.nlm.nih.gov/gene/?term=18595	platelet derived growth factor receptor, alpha polypeptide	PR:000002030	alpha-type platelet-derived growth factor receptor	CD140a;CD140 antigen-like family member A;CD140a antigen;PDGF-R-alpha;PDGFRA;	10090	PGFRA_MOUSE	Platelet-derived growth factor receptor alpha
ANA658	Pdgfrb	AI528809;CD140b;PDGFR-1;Pdgfr;	18596	MGI:97531	Pdgfrb	http://www.ncbi.nlm.nih.gov/gene/?term=18596	platelet derived growth factor receptor, beta polypeptide	PR:000002035	beta-type platelet-derived growth factor receptor	Pdgfr;PDGF-R-beta;PDGFRB;CD140 antigen-like family member B;CD140b;	10090	PGFRB_MOUSE	Platelet-derived growth factor receptor beta
ANA659	Pf4	Cxcl4;Scyb4;	56744	MGI:1888711	Pf4	http://www.ncbi.nlm.nih.gov/gene/?term=56744	platelet factor 4	PR:000012569	platelet factor 4	SCYB4;PF4;iroplact;PF-4;CXCL4;C-X-C motif chemokine 4;oncostatin-A;	10090	PLF4_MOUSE	Platelet factor 4
ANA66	CXCL16	SRPSOX;CXCLG16;SR-PSOX;	58191	HGNC:16642	CXCL16	http://www.ncbi.nlm.nih.gov/gene/?term=58191	chemokine (C-X-C motif) ligand 16	PR:000001804	C-X-C motif chemokine 16	transmembrane chemokine CXCL16;CXCL16;SRPSOX;SR-PSOX;small-inducible cytokine B16;scavenger receptor for phosphatidylserine and oxidized low density lipoprotein;SCYB16;	9606	CXL16_HUMAN	C-X-C motif chemokine 16
ANA660	Ppbp	TGB;LDGF;MDGF;TGB1;CTAP3;Cxcl7;NAP-2;Scyb7;b-TG1;LA-PF4;THBGB1;CTAPIII;beta-TG;AI854500;NAP-2-L1;2400003M24Rik;	57349	MGI:1888712	Ppbp	http://www.ncbi.nlm.nih.gov/gene/?term=57349	pro-platelet basic protein	PR:000013062	platelet basic protein	small-inducible cytokine B7;macrophage-derived growth factor;PPBP;LDGF;THBGB1;SCYB7;CXCL7;leukocyte-derived growth factor;C-X-C motif chemokine 7;TGB1;PBP;CTAP3;MDGF;	10090	Q9EQI5_MOUSE	-
ANA661	Retn	ADSF;Rstn;Xcp4;Fizz3	57264	MGI:1888506	Retn	http://www.ncbi.nlm.nih.gov/gene/?term=57264	resistin	PR:000013896	resistin	ADSF;C/EBP-epsilon-regulated myeloid-specific secreted cysteine-rich protein;FIZZ3 (RELATED);HXCP1 (RELATED);RETNPRO-short-label;RSTN (RELATED);adipose tissue-specific secretory factor;adipose-specific cysteine-rich secreted protein A12-alpha;cysteine-rich secreted protein A12-alpha-like 2;cysteine-rich secreted protein FIZZ3;	10090	RETN_MOUSE	Resistin
ANA662	Spp1	OP;2AR;Bsp;Eta;Opn;Ric;BNSP;BSPI;Opnl;Apl-1;ETA-1;Spp-1;	20750	MGI:98389	Spp1	http://www.ncbi.nlm.nih.gov/gene/?term=20750	secreted phosphoprotein 1	PR:000015561	osteopontin	BNSP;2AR;minopontin;SPP1;urinary stone protein;bone sialoprotein 1;Op;calcium oxalate crystal growth inhibitor protein;Eta-1;SPP-1;uropontin;secreted phosphoprotein 1;OPN;nephropontin;early T-lymphocyte activation 1 protein;	10090	OSTP_MOUSE	Osteopontin
ANA663	Tgfa	wa1;wa-1;	21802	MGI:98724	Tgfa	http://www.ncbi.nlm.nih.gov/gene/?term=21802	transforming growth factor alpha	-	-	-	10090	TGFA_MOUSE	Transforming growth factor alpha
ANA664	Tgfb1	Tgfb;Tgfb-1;TGFbeta1;TGF-beta1;	21803	MGI:98725	Tgfb1	http://www.ncbi.nlm.nih.gov/gene/?term=21803	transforming growth factor, beta 1	PR:000000182	TGF-beta 1	TGF-beta-1;TGFB;TGFB1;	10090	TGFB1_MOUSE	Latency-associated peptide
ANA665	Tgfb2	Tgfb-2;BB105277;Tgf-beta2;	21808	MGI:98726	Tgfb2	http://www.ncbi.nlm.nih.gov/gene/?term=21808	transforming growth factor, beta 2	PR:000000183	TGF-beta 2	BSC-1 cell growth inhibitor;G-TSF;TGF-beta-2;TGFB2;cetermin;glioblastoma-derived T-cell suppressor factor;polyergin;	10090	TGFB2_MOUSE	Latency-associated peptide
ANA666	Tgfb3	Tgfb-3;	21809	MGI:98727	Tgfb3	http://www.ncbi.nlm.nih.gov/gene/?term=21809	transforming growth factor, beta 3	PR:000000184	TGF-beta 3	TGF-beta-3;TGFB3;	10090	Q91YU7_MOUSE	-
ANA667	Tgfbr1	RP23-457P12.1;ALK5;AU017191;Alk-5;TbetaR-I;TbetaRI;	21812	MGI:98728	Tgfbr1	http://www.ncbi.nlm.nih.gov/gene/?term=21812	transforming growth factor, beta receptor I	PR:000000047	TGF-beta receptor type-1	transforming growth factor-beta receptor type I;activin receptor-like kinase 5;ALK-5;TGFR-1;serine/threonine-protein kinase receptor R4;TbetaR-I;TGF-beta type I receptor;TGFBR1;SKR4;TGF-beta receptor type I;ESK2;	10090	TGFR1_MOUSE	TGF-beta receptor type-1
ANA668	Tgfbr2	1110020H15Rik;AU042018;DNIIR;RIIDN;TBR-II;TbetaR-II;TbetaRII;	21813	MGI:98729	Tgfbr2	http://www.ncbi.nlm.nih.gov/gene/?term=21813	transforming growth factor, beta receptor II	PR:000000005	TGF-beta receptor type-2	TGFBR2;TGF-beta type II receptor;TbetaR-II;TGFR-2;transforming growth factor-beta receptor type II;TGF-beta receptor type II;	10090	TGFR2_MOUSE	TGF-beta receptor type-2
ANA669	Tgfbr3	1110036H20Rik;AU015626;AW215636;TBRIII;	21814	MGI:104637	Tgfbr3	http://www.ncbi.nlm.nih.gov/gene/?term=21814	transforming growth factor, beta receptor III	PR:000003110	TGF-beta receptor type-3	betaglycan;transforming growth factor beta receptor III;TGF-beta receptor type 3;TGFBR3;TGF-beta receptor type III;TGFR-3;	10090	TGBR3_MOUSE	Transforming growth factor beta receptor type 3
ANA67	CXCL17	DMC;VCC1;Dcip1;VCC-1;UNQ473;	284340	HGNC:19232	CXCL17	http://www.ncbi.nlm.nih.gov/gene/?term=284340	chemokine (C-X-C motif) ligand 17	PR:000001805	VEGF co-regulated chemokine 1	DMC;dendritic cell and monocyte chemokine-like protein;13.6 kDa protein;CXCL17;VCC1;	9606	VCC1_HUMAN	VEGF coregulated chemokine 1
ANA670	Thpo	Ml;Tpo;Mgdf;Mpllg;	21832	MGI:101875	Thpo	http://www.ncbi.nlm.nih.gov/gene/?term=21832	thrombopoietin	PR:000016318	thrombopoietin	myeloproliferative leukemia virus oncogene ligand;megakaryocyte growth and development factor;THPO;MGDF;C-mpl ligand;megakaryocyte colony-stimulating factor;ML;	10090	TPO_MOUSE	Thrombopoietin
ANA671	Tnf	DIF;Tnfa;TNF-a;TNFSF2;Tnfsf1a;TNFalpha;TNF-alpha;	21926	MGI:104798	Tnfa	http://www.ncbi.nlm.nih.gov/gene/?term=21926	tumor necrosis factor	PR:000000134	tumor necrosis factor alpha	TNFSF2;cachectin;tumor necrosis factor ligand superfamily member 2;TNF-alpha;TNFA;TNF-a;TNF;	10090	TNFA_MOUSE	Tumor necrosis factor, soluble form
ANA672	Tnfrsf10b	DR5;KILLER;Ly98;MK;TRAILR2;TRICK2A;TRICK2B;TRICKB;	21933	MGI:1341090	Tnfrsf10b	http://www.ncbi.nlm.nih.gov/gene/?term=21933	tumor necrosis factor receptor superfamily, member 10b	PR:000002109	tumor necrosis factor receptor superfamily member 10B	TNFRSF10B;TRAIL receptor 2;TRICK2;TRAILR2;MK;KILLER;death receptor 5;ZTNFR9;TRAIL-R2;DR5;CD262;TNF-related apoptosis-inducing ligand receptor 2;	10090	TR10B_MOUSE	Tumor necrosis factor receptor superfamily member 10B
ANA673	Tnfrsf11a	Ly109;ODFR;OFE;Rank;TRANCE-R;mRANK;	21934	MGI:1314891	Tnfrsf11a	http://www.ncbi.nlm.nih.gov/gene/?term=21934	tumor necrosis factor receptor superfamily, member 11a	PR:000001954	tumor necrosis factor receptor superfamily member 11A	receptor activator of NF-KB;RANK;ODFR;TNFRSF11A;CD265;osteoclast differentiation factor receptor;	10090	TNR11_MOUSE	Tumor necrosis factor receptor superfamily member 11A
ANA674	Tnfrsf11b	OCIF;Opg;TR1;	18383	MGI:109587	Tnfrsf11b	http://www.ncbi.nlm.nih.gov/gene/?term=18383	tumor necrosis factor receptor superfamily, member 11b (osteoprotegerin)	PR:000016480	tumor necrosis factor receptor superfamily member 11B	OCIF;TNFRSF11B;osteoprotegerin;OPG;osteoclastogenesis inhibitory factor;	10090	TR11B_MOUSE	Tumor necrosis factor receptor superfamily member 11B
ANA622	Il2rg	RP23-440J15.2;CD132;[g]c;gamma(c);gc;	16186	MGI:96551	Il2rg	http://www.ncbi.nlm.nih.gov/gene/?term=16186	interleukin 2 receptor, gamma chain	PR:000001340	cytokine receptor common subunit gamma	CD132;IL-2 receptor subunit gamma;IL-2R subunit gamma;IL-2RG;IL2RG;cytokine receptor common gamma chain;interleukin-2 receptor subunit gamma;p64;	10090	IL2RG_MOUSE	Cytokine receptor common subunit gamma
ANA623	Il3	BPA;PSF;HCGF;Il-3;MCGF;Csfmu;	16187	MGI:96552	Il3	http://www.ncbi.nlm.nih.gov/gene/?term=16187	interleukin 3	PR:000001387	interleukin-3	MCGF;P-cell-stimulating factor;IL3;mast cell growth factor;Csfmu;IL-3;multipotential colony-stimulating factor;hematopoietic growth factor;	10090	IL3_MOUSE	Interleukin-3
ANA624	Il31	1700013B14Rik;	76399	MGI:1923649	Il31	http://www.ncbi.nlm.nih.gov/gene/?term=76399	interleukin 31	PR:000001316	interleukin-31	IL31;IL-31;	10090	IL31_MOUSE	Interleukin-31
ANA625	Il33	Il-33;Il1f11;NF-HEV;9230117N10Rik;	77125	MGI:1924375	Il33	http://www.ncbi.nlm.nih.gov/gene/?term=77125	interleukin 33	PR:000001389	interleukin-33	nuclear factor from high endothelial venules;IL1F11;IL33;interleukin-1 family member 11;NF-HEV;IL-33;C9orf26;IL-1F11;NFHEV;	10090	IL33_MOUSE	Interleukin-33
ANA626	Il34	AI593503;2010004A03Rik;	76527	MGI:1923777	Il34	http://www.ncbi.nlm.nih.gov/gene/?term=76527	interleukin 34	PR:000001390	interleukin-34	IL-34;C16orf77;IL34;	10090	IL34_MOUSE	Interleukin-34
ANA627	Il3ra	CD123;CDw123;SUT-1;	16188	MGI:96553	Il3ra	http://www.ncbi.nlm.nih.gov/gene/?term=16188	interleukin 3 receptor, alpha chain	PR:000001865	interleukin-3 receptor class 2 alpha chain	IL-3R-alpha;IL3RA;IL-3RA;IL3R;IL-3 receptor subunit alpha;Sut-1;interleukin-3 receptor class II alpha chain;IL-3R subunit alpha;CD123;	10090	IL3RA_MOUSE	Interleukin-3 receptor subunit alpha
ANA628	Il4	Il-4;BSF-1;	16189	MGI:96556	Il4	http://www.ncbi.nlm.nih.gov/gene/?term=16189	interleukin 4	PR:000001391	interleukin-4	B-cell growth factor 1;binetrakin;lymphocyte stimulatory factor 1;pitrakinra;IL4;B-cell IgG differentiation factor;IL-4;BSF-1;B-cell stimulatory factor 1;IGG1 induction factor;	10090	IL4_MOUSE	Interleukin-4
ANA629	Il4ra	CD124;Il4r;	16190	MGI:105367	Il4ra	http://www.ncbi.nlm.nih.gov/gene/?term=16190	interleukin 4 receptor, alpha	PR:000001866	interleukin-4 receptor subunit alpha	IL4R;IL-4R subunit alpha;IL-4RA;IL-4 receptor subunit alpha;IL4RA;CD124;IL-4R-alpha;	10090	IL4RA_MOUSE	Soluble interleukin-4 receptor subunit alpha
ANA63	CXCL12	IRH;PBSF;SDF1;TLSF;TPAR1;SCYB12;	6387	HGNC:10672	CXCL12	http://www.ncbi.nlm.nih.gov/gene/?term=6387	chemokine (C-X-C motif) ligand 12	PR:000006066	stromal cell-derived factor 1	SDF1A;TPAR1;TLSF;IRH;SDF1;SDF-1;SDF1B;12-O-tetradecanoylphorbol 13-acetate repressed protein 1;CXCL12;PBSF;C-X-C motif chemokine 12;intercrine reduced in hepatomas;pre-B cell growth-stimulating factor;thymic lymphoma cell-stimulating factor;	9606	SDF1_HUMAN	SDF-1-alpha(3-67)
ANA630	Il5	Il-5;	16191	MGI:96557	Il5	http://www.ncbi.nlm.nih.gov/gene/?term=16191	interleukin 5	PR:000001392	interleukin-5	BCGF-II;IL5;cytotoxic T-lymphocyte inducer;TRF;eosinophil differentiation factor;T-cell replacing factor;B-cell growth factor II;IL-5;B-cell differentiation factor I;	10090	IL5_MOUSE	Interleukin-5
ANA631	Il5ra	CD125;CDw125;Il5r;	16192	MGI:96558	Il5ra	http://www.ncbi.nlm.nih.gov/gene/?term=16192	interleukin 5 receptor, alpha	PR:000001867	interleukin-5 receptor subunit alpha	IL-5R subunit alpha;IL-5RA;CDw125;IL5RA;CD125;IL5R;IL-5 receptor subunit alpha;IL-5R-alpha;	10090	IL5RA_MOUSE	Interleukin-5 receptor subunit alpha
ANA632	Il6	Il-6;	16193	MGI:96559	Il6	http://www.ncbi.nlm.nih.gov/gene/?term=16193	interleukin 6	PR:000001393	interleukin-6	B-cell stimulatory factor 2;interferon beta-2;interleukin HP-1;BSF-2;B-cell hybridoma growth factor;hybridoma growth factor;IL-6;CTL differentiation factor;IFN-beta-2;IL6;CDF;IFNB2;	10090	IL6_MOUSE	Interleukin-6
ANA633	Il6ra	CD126;IL-6R;Il6r;	16194	MGI:105304	Il6ra	http://www.ncbi.nlm.nih.gov/gene/?term=16194	interleukin 6 receptor, alpha	PR:000001394	interleukin-6 receptor subunit alpha	IL-6R subunit alpha;IL-6RA;IL-6R 1;IL-6R-alpha;membrane glycoprotein 80;IL6RA;IL6R;Il6ra;IL-6 receptor subunit alpha;CD126;gp80;	10090	IL6RA_MOUSE	Interleukin-6 receptor subunit alpha
ANA634	Il6st	5133400A03Rik;AA389424;BB405851;CD130;D13Ertd699e;gp130;	16195	MGI:96560	Il6st	http://www.ncbi.nlm.nih.gov/gene/?term=16195	interleukin 6 signal transducer	PR:000001868	interleukin-6 receptor subunit beta	IL6ST;IL-6R subunit beta;oncostatin-M receptor subunit alpha;membrane glycoprotein 130;gp130;CD130;CDw130;IL-6R-beta;IL-6 receptor subunit beta;IL-6RB;interleukin-6 signal transducer;	10090	IL6RB_MOUSE	Interleukin-6 receptor subunit beta
ANA69	CXCL3	GRO3;GROg;MIP2B;SCYB3;MIP-2b;CINC-2b;	2921	HGNC:4604	CXCL3	http://www.ncbi.nlm.nih.gov/gene/?term=2921	chemokine (C-X-C motif) ligand 3	PR:000006070	C-X-C motif chemokine 3	SCYB3;MIP2-beta;GRO-gamma(1-73);CXCL3;GRO-gamma;dendritic cell inflammatory protein 1;GRO3;Gm1960;GROG;growth-regulated protein gamma;Dcip1;macrophage inflammatory protein 2-beta;	9606	CXCL3_HUMAN	GRO-gamma(5-73)
ANA690	Tnfsf14	LTg;HVEML;LIGHT;Ly113;HVEM-L;	50930	MGI:1355317	Tnfsf14	http://www.ncbi.nlm.nih.gov/gene/?term=50930	tumor necrosis factor (ligand) superfamily, member 14	PR:000002222	tumor necrosis factor ligand superfamily member 14	CD258;HVEM-L;herpes virus entry mediator ligand;TNFSF14;LIGHT;herpesvirus entry mediator ligand;HVEML;	10090	TNF14_MOUSE	Tumor necrosis factor ligand superfamily member 14, soluble form
ANA691	Tnfsf15	Tl1;Tl1a;Vegi;	326623	MGI:2180140	Tnfsf15	http://www.ncbi.nlm.nih.gov/gene/?term=326623	tumor necrosis factor (ligand) superfamily, member 15	PR:000002223	tumor necrosis factor ligand superfamily member 15	TL1;VEGI;TNFSF15;TNF ligand-related molecule 1;vascular endothelial cell growth inhibitor;	10090	TNF15_MOUSE	Tumor necrosis factor ligand superfamily member 15
ANA692	Tnfsf18	Gitrl;	240873	MGI:2673064	Tnfsf18	http://www.ncbi.nlm.nih.gov/gene/?term=240873	tumor necrosis factor (ligand) superfamily, member 18	PR:000016488	tumor necrosis factor ligand superfamily member 18	AITRL;GITRL;TL6;TNFSF18;activation-inducible TNF-related ligand;glucocorticoid-induced TNF-related ligand;	10090	TNF18_MOUSE	Tumor necrosis factor ligand superfamily member 18
ANA693	Tnfsf4	Ath1;gp34;Ath-1;Ox40l;TXGP1;CD134L;OX-40L;Txgp1l;	22164	MGI:104511	Tnfsf4	http://www.ncbi.nlm.nih.gov/gene/?term=22164	tumor necrosis factor (ligand) superfamily, member 4	PR:000001949	tumor necrosis factor ligand superfamily member 4	Txgp1l;TNFSF4;TXGP1;glycoprotein Gp34;TAX transcriptionally-activated glycoprotein 1;CD252;OX40L;OX40 ligand;	10090	TNFL4_MOUSE	Tumor necrosis factor ligand superfamily member 4
ANA694	Tnfsf8	CD153;Cd30l;CD30LG;	21949	MGI:88328	Tnfsf8	http://www.ncbi.nlm.nih.gov/gene/?term=21949	tumor necrosis factor (ligand) superfamily, member 8	PR:000001404	tumor necrosis factor ligand superfamily member 8	TNFSF8;CD30-L;CD153;CD30LG;CD30 ligand;CD30L;	10090	TNFL8_MOUSE	Tumor necrosis factor ligand superfamily member 8
ANA695	Tnfsf9	Ly63l;4-1BBL;Cd137l;4-1BB-L;AI848817;	21950	MGI:1101058	Tnfsf9	http://www.ncbi.nlm.nih.gov/gene/?term=21950	tumor necrosis factor (ligand) superfamily, member 9	PR:000016489	tumor necrosis factor ligand superfamily member 9	Cd137l;4-1BBL;4-1BB ligand;Ly63l;Cd157l;TNFSF9;	10090	TNFL9_MOUSE	Tumor necrosis factor ligand superfamily member 9
ANA696	Xcl1	LTN;ATAC;Lptn;SCM-1;Scyc1;SCM-1a;AI661682;	16963	MGI:104593	Xcl1	http://www.ncbi.nlm.nih.gov/gene/?term=16963	chemokine (C motif) ligand 1	PR:000002140	lymphotactin	lymphotactin ATAC;C motif chemokine 1;LTN;Lptn;SCM-1-alpha;SCYC1;XC chemokine ligand 1;XCL1PRO-short-label;cytokine SCM-1;lymphotaxin;small-inducible cytokine C1;	10090	XCL1_MOUSE	Lymphotactin
ANA697	Xcr1	Ccxcr1;Gpr5;mXcr1;	23832	MGI:1346338	Xcr1	http://www.ncbi.nlm.nih.gov/gene/?term=23832	chemokine (C motif) receptor 1	PR:000001212	chemokine XC receptor 1	GPR5;XC chemokine receptor 1;SCM1 receptor;lymphotactin receptor;XCR1;G-protein coupled receptor 5;mXCR1;CCXCR1;chemokine receptor XCR1;	10090	-	-
ANA698	il18r1	Il1rrp;Il18ralpha;	16182	MGI:105383	il18r1	http://www.ncbi.nlm.nih.gov/gene/?term=16182	interleukin 18 receptor 1	PR:000001377	interleukin-18 receptor 1	CD218 antigen-like family member A;CD218a;CDw218a;IL-18R-1;IL-18R1;IL-1Rrp;IL1 receptor-related protein;IL18R1PRO-short-label;IL1R-rp;IL1RRP;	10090	IL18R_MOUSE	Interleukin-18 receptor 1
ANA699	NGF	Beta-NGF; HSAN5; NGFB	4803	HGNC:7808	NGF	http://www.ncbi.nlm.nih.gov/gene/?term=4803	nerve growth factor (beta polypeptide)	-	-	-	9606	-	-
ANA7	CCL16	LEC;LMC;NCC4;CKb12;HCC-4;LCC-1;Mtn-1;NCC-4;SCYL4;ILINCK;SCYA16;	6360	HGNC:10614	CCL16	http://www.ncbi.nlm.nih.gov/gene/?term=6360	chemokine (C-C motif) ligand 16	PR:000001988	C-C motif chemokine 16	lymphocyte and monocyte chemoattractant;CCL16;chemokine CC-4;SCYA16;chemokine LEC;NCC-4;LCC-1;MTN-1;liver-expressed chemokine;LMC;NCC4;HCC-4;IL-10-inducible chemokine;small-inducible cytokine A16;ILINCK;monotactin-1;	9606	CCL16_HUMAN	C-C motif chemokine 16
ANA70	CXCL5	SCYB5;ENA-78;	6374	HGNC:10642	CXCL5	http://www.ncbi.nlm.nih.gov/gene/?term=6374	chemokine (C-X-C motif) ligand 5	PR:000006071	C-X-C motif chemokine 5	neutrophil-activating peptide ENA-78;cytokine LIX;epithelial-derived neutrophil-activating protein 78;small-inducible cytokine B5;ENA78;ENA-78(1-78);CXCL5;SCYB5;	9606	CXCL5_HUMAN	ENA-78(9-78)
ANA700	PAPPA	ASBABP2; DIPLA1; IGFBP-4ase; PAPA; PAPP-A; PAPPA1	5069	HGNC:8602	PAPPA	http://www.ncbi.nlm.nih.gov/gene/?term=5069	pregnancy-associated plasma protein A, pappalysin 1	-	-	-	9606	-	-
ANA701	BDNF	ANON2; BULN2	627	HGNC:1033	BDNF	http://www.ncbi.nlm.nih.gov/gene/?term=627	brain-derived neurotrophic factor	-	-	-	9606	-	-
ANA702	VCAM1	CD106; INCAM-100	7412	HGNC:12663	VCAM1	http://www.ncbi.nlm.nih.gov/gene/?term=7412	vascular cell adhesion molecule 1	-	-	-	9606	-	-
ANA703	PRTN3	ACPA; AGP7; C-ANCA; CANCA; MBN; MBT; NP-4; NP4; P29; PR-3; PR3	5657	HGNC:9495	PRTN3	http://www.ncbi.nlm.nih.gov/gene/?term=5657	proteinase 3	-	-	-	9606	-	-
ANA704	AFP	AFPD; FETA; HPAFP	174	HGNC:317	AFP	http://www.ncbi.nlm.nih.gov/gene/?term=174	alpha-fetoprotein	-	-	-	9606	-	-
ANA705	ICAM1	BB2; CD54; P3.58	3383	HGNC:5344	ICAM1	http://www.ncbi.nlm.nih.gov/gene/?term=3383	intercellular adhesion molecule 1	-	-	-	9606	-	-
ANA706	IGFBP3	BP-53; IBP3	3486	HGNC:5472	IGFBP3	http://www.ncbi.nlm.nih.gov/gene/?term=3486	insulin-like growth factor binding protein 3	-	-	-	9606	-	-
ANA707	MPO	-	4353	HGNC:7218	MPO	http://www.ncbi.nlm.nih.gov/gene/?term=4353	myeloperoxidase	-	-	-	9606	-	-
ANA708	SERPINE1	PAI; PAI-1; PAI1; PLANH1	5054	HGNC:8583	PAI1	http://www.ncbi.nlm.nih.gov/gene/?term=5054	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 1	-	-	-	9606	-	-
ANA709	VEGFA	MVCD1; VEGF; VPF	7422	HGNC:12680	VEGFA	http://www.ncbi.nlm.nih.gov/gene/?term=7422	vascular endothelial growth factor A	-	-	-	9606	-	-
ANA71	CXCL6	GCP2;CKA-3;GCP-2;SCYB6;	6372	HGNC:10643	CXCL6	http://www.ncbi.nlm.nih.gov/gene/?term=6372	chemokine (C-X-C motif) ligand 6	PR:000006072	C-X-C motif chemokine 6	GCP2;chemokine alpha 3;granulocyte chemotactic protein 2;GCP-2;CKA-3;SCYB6;CXCL6;small-inducible cytokine B6;	9606	CXCL6_HUMAN	Small-inducible cytokine B6, N-processed variant 3
ANA710	FIGF	VEGF-D; VEGFD	2277	HGNC:3708	FIGF	http://www.ncbi.nlm.nih.gov/gene/?term=2277	c-fos induced growth factor (vascular endothelial growth factor D)	-	-	-	9606	-	-
ANA712	SELE	CD62E; ELAM; ELAM1; ESEL; LECAM2	6401	HGNC:10718	SELE	http://www.ncbi.nlm.nih.gov/gene/?term=6401	selectin E	-	-	-	9606	-	-
ANA713	IGF1	IGF-I; IGF1A; IGFI	3479	HGNC:5464	IGF1	http://www.ncbi.nlm.nih.gov/gene/?term=3479	insulin-like growth factor 1 (somatomedin C)	-	-	-	9606	-	-
ANA714	LEP	LEPD; OB; OBS	3952	HGNC:6553	LEP	http://www.ncbi.nlm.nih.gov/gene/?term=3952	leptin	-	-	-	9606	-	-
ANA715	PIGF	-	5281	HGNC:8962	PIGF	http://www.ncbi.nlm.nih.gov/gene/?term=5281	phosphatidylinositol glycan anchor biosynthesis, class F	-	-	-	9606	-	-
ANA716	TSLP	-	85480	HGNC:30743	TSLP	http://www.ncbi.nlm.nih.gov/gene/?term=85480	thymic stromal lymphopoietin	-	-	-	9606	-	-
ANA717	IFN1@	IFN1@; IFNA	3438	HGNC:5415	IFNA	http://www.ncbi.nlm.nih.gov/gene/?term=3438	interferon, type 1, cluster	-	-	-	9606	-	-
ANA72	CXCL8	IL8;NAF;GCP1;LECT;LUCT;NAP1;GCP-1;LYNAP;MDNCF;MONAP;NAP-1;	3576	HGNC:6025	IL8	http://www.ncbi.nlm.nih.gov/gene/?term=3576	chemokine (C-X-C motif) ligand 8	PR:000001395	interleukin-8	GCP-1;emoctakin;granulocyte chemotactic protein 1;MDNCF;CXCL8;T-cell chemotactic factor;IL-8;monocyte-derived neutrophil-activating peptide;NAP-1;neutrophil-activating protein 1;MONAP;protein 3-10C;IL8;monocyte-derived neutrophil chemotactic factor;C-X-C motif chemokine 8;	9606	IL8_HUMAN	IL-8(9-77)
ANA73	CXCL9	CMK;MIG;Humig;SCYB9;crg-10;	4283	HGNC:7098	CXCL9	http://www.ncbi.nlm.nih.gov/gene/?term=4283	chemokine (C-X-C motif) ligand 9	PR:000006073	C-X-C motif chemokine 9	MIG;M119;gamma-interferon-induced monokine;SCYB9;small-inducible cytokine B9;CMK;CXCL9;	9606	CXCL9_HUMAN	C-X-C motif chemokine 9
ANA74	CXCR1	C-C;C-C-CKR-1;CD128;CD181;CDw128a;CKR-1;CMKAR1;IL8R1;IL8RA;IL8RBA;	3577	HGNC:6026	CXCR1	http://www.ncbi.nlm.nih.gov/gene/?term=3577	chemokine (C-X-C motif) receptor 1	PR:000001256	high affinity interleukin-8 receptor A	CMKAR1;IL8RA;CXCR-1;IL-8R A;IL-8 receptor type 1;CXC-R1;CDw128a;CXCR1;CD181;	9606	CXCR1_HUMAN	C-X-C chemokine receptor type 1
ANA75	CXCR2	CD182;CDw128b;CMKAR2;IL8R2;IL8RA;IL8RB;	3579	HGNC:6027	CXCR2	http://www.ncbi.nlm.nih.gov/gene/?term=3579	chemokine (C-X-C motif) receptor 2	PR:000001257	high affinity interleukin-8 receptor B	IL-8R B;IL-8 receptor type 2;Gpcr16;CD182;IL8RB;Cmkar2;CXCR-2;GRO/MGSA receptor;CXCR2;CXC-R2;CDw128b;	9606	CXCR2_HUMAN	C-X-C chemokine receptor type 2
